No,docid,reg,postype,wordcat,wid,wcorresp,wstatus,lemma,word,metaphor,id,corresp,status,morph,order,type,mettext,DELMET,delmetadditionalinfo,nonmrw_mrw,eight_word_classes,register,widlii,del_nondel_widlii,six_word_classes,sid,pnum,snum,sindex,windex,wcount,scount,plen,slen,sentence_id,sentence
5052,a1j-fragment33,news,NN1,N,-,-,-,plan,plan,mrw,-,-,-,n,-,met,plan,0,,1,4,4,0,0,3,523,16,30,1,7,822,39,5,15,a1j-fragment33_30,"More problematic will be Labour’s plan for the Ministry of Agriculture, Fisheries and Food."
5073,a1j-fragment33,news,VVZ,V,-,-,-,say,says,mrw,-,-,-,n,-,met,says,0,,1,6,4,0,0,4,524,16,31,2,13,822,39,5,13,a1j-fragment33_31,"“The priority of MAFF must become food, not farming,” the policy review says."
5076,a1j-fragment33,news,NN2,N,-,-,-,concern,concerns,mrw,-,-,WIDLII,n,-,met,concerns,0,,1,4,4,0,0,3,525,16,32,3,3,822,39,5,19,a1j-fragment33_32,"“Its main concerns would become food and the people who consume it, not farming and those who produce it.”"
5097,a1j-fragment33,news,PRP,PR,-,-,-,over,over,mrw,-,-,-,n,-,met,over,0,,1,5,4,0,0,5,526,16,33,4,5,822,39,5,25,a1j-fragment33_33,"But the regulatory functions over the food industry, now split between MAFF and the Department of Health, would transfer to a new Food Standards Agency."
5102,a1j-fragment33,news,VVN-VVD,V,-,-,-,split,split,mrw,-,-,-,n,-,met,split,0,,1,6,4,0,0,4,526,16,33,4,10,822,39,5,25,a1j-fragment33_33,"But the regulatory functions over the food industry, now split between MAFF and the Department of Health, would transfer to a new Food Standards Agency."
5103,a1j-fragment33,news,PRP,PR,-,-,-,between,between,mrw,-,-,-,n,-,met,between,0,,1,5,4,0,0,5,526,16,33,4,11,822,39,5,25,a1j-fragment33_33,"But the regulatory functions over the food industry, now split between MAFF and the Department of Health, would transfer to a new Food Standards Agency."
5111,a1j-fragment33,news,VVI,V,-,-,-,transfer,transfer,mrw,-,-,-,n,-,met,transfer,0,,1,6,4,0,0,4,526,16,33,4,19,822,39,5,25,a1j-fragment33_33,"But the regulatory functions over the food industry, now split between MAFF and the Department of Health, would transfer to a new Food Standards Agency."
5112,a1j-fragment33,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,526,16,33,4,20,822,39,5,25,a1j-fragment33_33,"But the regulatory functions over the food industry, now split between MAFF and the Department of Health, would transfer to a new Food Standards Agency."
5116,a1j-fragment33,news,NN2,N,-,-,-,standard,Standards,mrw,-,-,-,n,-,met,Standards,0,,1,4,4,0,0,3,526,16,33,4,24,822,39,5,25,a1j-fragment33_33,"But the regulatory functions over the food industry, now split between MAFF and the Department of Health, would transfer to a new Food Standards Agency."
5118,a1j-fragment33,news,DT0,DT,-,-,-,that,That,mrw,-,-,-,n,-,met,That,0,,1,3,4,0,0,6,527,16,34,5,1,822,39,5,17,a1j-fragment33_34,"That is the first of many agencies, executives, commissions, and other quango-like bodies recommended by the review."
5130,a1j-fragment33,news,NN2,N,-,-,-,body,bodies,mrw,-,-,-,n,-,met,bodies,0,,1,4,4,0,0,3,527,16,34,5,13,822,39,5,17,a1j-fragment33_34,"That is the first of many agencies, executives, commissions, and other quango-like bodies recommended by the review."
5131,a1j-fragment33,news,VVN,V,-,-,-,recommend,recommended,mrw,-,-,PP,n,-,met,recommended,0,,1,6,4,0,0,4,527,16,34,5,14,822,39,5,17,a1j-fragment33_34,"That is the first of many agencies, executives, commissions, and other quango-like bodies recommended by the review."
5135,a1j-fragment33,news,PRP,PR,-,-,-,in,In,mrw,-,-,-,n,-,met,In,0,,1,5,4,0,0,5,528,17,35,1,1,822,39,3,13,a1j-fragment33_35,"In some cases Labour's quangos merge existing ones, or replace well-established bodies."
5141,a1j-fragment33,news,VVB,V,-,-,-,merge,merge,mrw,-,-,-,n,-,met,merge,0,,1,6,4,0,0,4,528,17,35,1,7,822,39,3,13,a1j-fragment33_35,"In some cases Labour's quangos merge existing ones, or replace well-established bodies."
5145,a1j-fragment33,news,VVB,V,-,-,-,replace,replace,mrw,-,-,-,n,-,met,replace,0,,1,6,4,0,0,4,528,17,35,1,11,822,39,3,13,a1j-fragment33_35,"In some cases Labour's quangos merge existing ones, or replace well-established bodies."
5147,a1j-fragment33,news,NN2,N,-,-,-,body,bodies,mrw,-,-,-,n,-,met,bodies,0,,1,4,4,0,0,3,528,17,35,1,13,822,39,3,13,a1j-fragment33_35,"In some cases Labour's quangos merge existing ones, or replace well-established bodies."
5151,a1j-fragment33,news,AJC,AJ,-,-,-,high,higher,mrw,-,-,-,n,-,met,higher,0,,1,1,4,0,0,1,529,17,36,2,4,822,39,3,14,a1j-fragment33_36,"The funding of higher education would become the responsibility of one body, rather than two."
5159,a1j-fragment33,news,NN1,N,-,-,-,body,body,mrw,-,-,-,n,-,met,body,0,,1,4,4,0,0,3,529,17,36,2,12,822,39,3,14,a1j-fragment33_36,"The funding of higher education would become the responsibility of one body, rather than two."
5167,a1j-fragment33,news,VVI,V,-,-,-,replace,replace,mrw,-,-,-,n,-,met,replace,0,,1,6,4,0,0,4,530,17,37,3,6,822,39,3,9,a1j-fragment33_37,Labour’s Quality Commission would replace the Audit Commission.
5188,a1j-fragment33,news,NN1,N,-,-,-,interest,interest,mrw,-,-,WIDLII,n,-,met,interest,0,,1,4,4,0,0,3,531,18,38,1,18,822,39,1,25,a1j-fragment33_38,"But there would be new regulatory commissions and consumer councils for every utility, along with ombudsmen, and public interest commissioners appointed by the Secretary of State."
5207,a1j-fragment33,news,AJ0,AJ,-,-,-,fair,Fair,mrw,-,-,-,n,-,met,Fair,0,,1,1,4,0,0,1,532,19,39,1,12,822,39,1,48,a1j-fragment33_39,"There would be Skills UK — a locally structured training commission — a Fair Wages Commission, a Health Technology Commission, a Health Quality Commission, an Education Standards Council, an Independent Sentencing Council, a Children's Commissioner, an Environmental Protection Executive, and a Social Insurance Fund administered by … “an independent commission”."
5220,a1j-fragment33,news,NN2,N,-,-,-,standard,Standards,mrw,-,-,-,n,-,met,Standards,0,,1,4,4,0,0,3,532,19,39,1,25,822,39,1,48,a1j-fragment33_39,"There would be Skills UK — a locally structured training commission — a Fair Wages Commission, a Health Technology Commission, a Health Quality Commission, an Education Standards Council, an Independent Sentencing Council, a Children's Commissioner, an Environmental Protection Executive, and a Social Insurance Fund administered by … “an independent commission”."
5223,a1j-fragment33,news,AJ0,AJ,-,-,-,independent,Independent,mrw,-,-,-,n,-,met,Independent,0,,1,1,4,0,0,1,532,19,39,1,28,822,39,1,48,a1j-fragment33_39,"There would be Skills UK — a locally structured training commission — a Fair Wages Commission, a Health Technology Commission, a Health Quality Commission, an Education Standards Council, an Independent Sentencing Council, a Children's Commissioner, an Environmental Protection Executive, and a Social Insurance Fund administered by … “an independent commission”."
5239,a1j-fragment33,news,VVN,V,-,-,-,administer,administered,mrw,-,-,-,n,-,met,administered,0,,1,6,4,0,0,4,532,19,39,1,44,822,39,1,48,a1j-fragment33_39,"There would be Skills UK — a locally structured training commission — a Fair Wages Commission, a Health Technology Commission, a Health Quality Commission, an Education Standards Council, an Independent Sentencing Council, a Children's Commissioner, an Environmental Protection Executive, and a Social Insurance Fund administered by … “an independent commission”."
5242,a1j-fragment33,news,AJ0,AJ,-,-,-,independent,independent,mrw,-,-,-,n,-,met,independent,0,,1,1,4,0,0,1,532,19,39,1,47,822,39,1,48,a1j-fragment33_39,"There would be Skills UK — a locally structured training commission — a Fair Wages Commission, a Health Technology Commission, a Health Quality Commission, an Education Standards Council, an Independent Sentencing Council, a Children's Commissioner, an Environmental Protection Executive, and a Social Insurance Fund administered by … “an independent commission”."
5253,a1j-fragment34,news,VVI,V,-,-,-,accept,accept,mrw,-,-,PP,n,-,met,accept,0,,1,6,4,0,0,4,533,1,1,1,10,609,26,1,12,a1j-fragment34_1,The Labour Party Conference: Cook appeals for Labour to accept electoral reform
5268,a1j-fragment34,news,AJ0-NN1,AJ,-,-,-,back,back,mrw,-,-,-,n,-,met,back,0,,1,1,4,0,0,1,535,3,3,1,7,609,26,1,30,a1j-fragment34_3,AN IMPASSIONED appeal for Labour to back electoral reform was made by a leading Shadow Cabinet member yesterday after the national executive decided overwhelmingly to oppose a proportional representation motion.
5272,a1j-fragment34,news,VVN,V,-,-,-,make,made,mrw,-,-,-,n,-,met,made,0,,1,6,4,0,0,4,535,3,3,1,11,609,26,1,30,a1j-fragment34_3,AN IMPASSIONED appeal for Labour to back electoral reform was made by a leading Shadow Cabinet member yesterday after the national executive decided overwhelmingly to oppose a proportional representation motion.
5275,a1j-fragment34,news,AJ0,AJ,-,-,-,leading,leading,mrw,-,-,-,n,-,met,leading,0,,1,1,4,0,0,1,535,3,3,1,14,609,26,1,30,a1j-fragment34_3,AN IMPASSIONED appeal for Labour to back electoral reform was made by a leading Shadow Cabinet member yesterday after the national executive decided overwhelmingly to oppose a proportional representation motion.
5276,a1j-fragment34,news,NN1,N,-,-,-,shadow,Shadow,mrw,-,-,-,n,-,met,Shadow,0,,1,4,4,0,0,3,535,3,3,1,15,609,26,1,30,a1j-fragment34_3,AN IMPASSIONED appeal for Labour to back electoral reform was made by a leading Shadow Cabinet member yesterday after the national executive decided overwhelmingly to oppose a proportional representation motion.
5278,a1j-fragment34,news,NN1,N,-,-,-,member,member,mrw,-,-,-,n,-,met,member,0,,1,4,4,0,0,3,535,3,3,1,17,609,26,1,30,a1j-fragment34_3,AN IMPASSIONED appeal for Labour to back electoral reform was made by a leading Shadow Cabinet member yesterday after the national executive decided overwhelmingly to oppose a proportional representation motion.
5284,a1j-fragment34,news,VVD,V,-,-,-,decide,decided,mrw,-,-,-,n,-,met,decided,0,,1,6,4,0,0,4,535,3,3,1,23,609,26,1,30,a1j-fragment34_3,AN IMPASSIONED appeal for Labour to back electoral reform was made by a leading Shadow Cabinet member yesterday after the national executive decided overwhelmingly to oppose a proportional representation motion.
5287,a1j-fragment34,news,VVI,V,-,-,-,oppose,oppose,mrw,-,-,-,n,-,met,oppose,0,,1,6,4,0,0,4,535,3,3,1,26,609,26,1,30,a1j-fragment34_3,AN IMPASSIONED appeal for Labour to back electoral reform was made by a leading Shadow Cabinet member yesterday after the national executive decided overwhelmingly to oppose a proportional representation motion.
5295,a1j-fragment34,news,NN1,N,-,-,-,member,member,mrw,-,-,-,n,-,met,member,0,,1,4,4,0,0,3,536,4,4,1,4,609,26,1,30,a1j-fragment34_4,"Robin Cook, a member of the national executive and the health spokesman, said that a Labour government which sought to force its programme on an unwilling nation would be unsocialist."
5310,a1j-fragment34,news,VVD,V,-,-,-,seek,sought,mrw,-,-,PP,n,-,met,sought,0,,1,6,4,0,0,4,536,4,4,1,19,609,26,1,30,a1j-fragment34_4,"Robin Cook, a member of the national executive and the health spokesman, said that a Labour government which sought to force its programme on an unwilling nation would be unsocialist."
5312,a1j-fragment34,news,VVI,V,-,-,-,force,force,mrw,-,-,-,n,-,met,force,0,,1,6,4,0,0,4,536,4,4,1,21,609,26,1,30,a1j-fragment34_4,"Robin Cook, a member of the national executive and the health spokesman, said that a Labour government which sought to force its programme on an unwilling nation would be unsocialist."
5315,a1j-fragment34,news,PRP,PR,-,-,-,on,on,mrw,-,-,-,n,-,met,on,0,,1,5,4,0,0,5,536,4,4,1,24,609,26,1,30,a1j-fragment34_4,"Robin Cook, a member of the national executive and the health spokesman, said that a Labour government which sought to force its programme on an unwilling nation would be unsocialist."
5326,a1j-fragment34,news,AJ0,AJ,-,-,-,co-ordinating,Co-ordinating,mrw,-,-,-,n,-,met,Co-ordinating,0,,1,1,4,0,0,1,537,5,5,1,5,609,26,2,19,a1j-fragment34_5,He told a Labour Co-ordinating Committee rally that it was not enough for Labour to win the next election.
5337,a1j-fragment34,news,VVI,V,-,-,-,win,win,mrw,-,-,PP,n,-,met,win,0,,1,6,4,0,0,4,537,5,5,1,16,609,26,2,19,a1j-fragment34_5,He told a Labour Co-ordinating Committee rally that it was not enough for Labour to win the next election.
5347,a1j-fragment34,news,VVI,V,-,-,-,smash,smash,mrw,-,-,-,n,-,met,smash,0,,1,6,4,0,0,4,538,5,6,2,7,609,26,2,30,a1j-fragment34_6,"It would also be necessary “to smash the decrepit, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few”."
5349,a1j-fragment34,news,AJ0,AJ,-,-,-,decrepit,decrepit,mrw,-,-,-,n,-,met,decrepit,0,,1,1,4,0,0,1,538,5,6,2,9,609,26,2,30,a1j-fragment34_6,"It would also be necessary “to smash the decrepit, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few”."
5350,a1j-fragment34,news,AJ0,AJ,-,-,-,effete,effete,mrw,-,-,-,n,-,met,effete,0,,1,1,4,0,0,1,538,5,6,2,10,609,26,2,30,a1j-fragment34_6,"It would also be necessary “to smash the decrepit, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few”."
5351,a1j-fragment34,news,NN1,N,-,-,-,constitution,constitution,mrw,-,-,-,n,-,met,constitution,0,,1,4,4,0,0,3,538,5,6,2,11,609,26,2,30,a1j-fragment34_6,"It would also be necessary “to smash the decrepit, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few”."
5353,a1j-fragment34,news,VVZ,V,-,-,-,allow,allows,mrw,-,-,PP,n,-,met,allows,0,,1,6,4,0,0,4,538,5,6,2,13,609,26,2,30,a1j-fragment34_6,"It would also be necessary “to smash the decrepit, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few”."
5357,a1j-fragment34,news,VVI,V,-,-,-,capture,capture,mrw,-,-,double,n,-,met,capture,0,,1,6,4,0,0,4,538,5,6,2,17,609,26,2,30,a1j-fragment34_6,"It would also be necessary “to smash the decrepit, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few”."
5358,a1j-fragment34,news,NN1,N,-,-,-,power,power,mrw,-,-,-,n,-,met,power,0,,1,4,4,0,0,3,538,5,6,2,18,609,26,2,30,a1j-fragment34_6,"It would also be necessary “to smash the decrepit, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few”."
5361,a1j-fragment34,news,VVB,V,-,-,-,use,use,mrw,-,-,PP,n,-,met,use,0,,1,6,4,0,0,4,538,5,6,2,21,609,26,2,30,a1j-fragment34_6,"It would also be necessary “to smash the decrepit, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few”."
5362,a1j-fragment34,news,PNP,PN,-,-,-,it,it,mrw,-,-,-,n,-,impl,it,0,,1,3,4,0,0,6,538,5,6,2,22,609,26,2,30,a1j-fragment34_6,"It would also be necessary “to smash the decrepit, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few”."
5364,a1j-fragment34,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,538,5,6,2,24,609,26,2,30,a1j-fragment34_6,"It would also be necessary “to smash the decrepit, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few”."
5366,a1j-fragment34,news,NN2,N,-,-,-,interest,interests,mrw,-,-,-,n,-,met,interests,0,,1,4,4,0,0,3,538,5,6,2,26,609,26,2,30,a1j-fragment34_6,"It would also be necessary “to smash the decrepit, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few”."
5381,a1j-fragment34,news,VVN,V,-,-,-,force,forced,mrw,-,-,-,n,-,met,forced,0,,1,6,4,0,0,4,539,6,7,1,11,609,26,1,53,a1j-fragment34_7,"Mr Cook argued that 10 years of Thatcherism had been forced on most people, who had never voted Conservative, and that many of those who opposed PR in the Labour Party wanted to use the same undemocratic power ‘ to ram socialism down the throats of a majority who didn't vote for it”."
5382,a1j-fragment34,news,PRP,PR,-,-,-,on,on,mrw,-,-,-,n,-,met,on,0,,1,5,4,0,0,5,539,6,7,1,12,609,26,1,53,a1j-fragment34_7,"Mr Cook argued that 10 years of Thatcherism had been forced on most people, who had never voted Conservative, and that many of those who opposed PR in the Labour Party wanted to use the same undemocratic power ‘ to ram socialism down the throats of a majority who didn't vote for it”."
5398,a1j-fragment34,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,539,6,7,1,28,609,26,1,53,a1j-fragment34_7,"Mr Cook argued that 10 years of Thatcherism had been forced on most people, who had never voted Conservative, and that many of those who opposed PR in the Labour Party wanted to use the same undemocratic power ‘ to ram socialism down the throats of a majority who didn't vote for it”."
5408,a1j-fragment34,news,NN1,N,-,-,-,power,power,mrw,-,-,-,n,-,met,power,0,,1,4,4,0,0,3,539,6,7,1,38,609,26,1,53,a1j-fragment34_7,"Mr Cook argued that 10 years of Thatcherism had been forced on most people, who had never voted Conservative, and that many of those who opposed PR in the Labour Party wanted to use the same undemocratic power ‘ to ram socialism down the throats of a majority who didn't vote for it”."
